Family,Genus,Species,Name,male diploid number,male haploid,autosome haploid,SCS
Scarabaeidae,Geotrupes,balvi,Geotrupes_balvi,22,11,10,XY
Scarabaeidae,Geotrupes,hypocrita,Geotrupes_hypocrita,22,11,10,XY
Scarabaeidae,Geotrupes,intermedius,Geotrupes_intermedius,22,11,10,XY
Scarabaeidae,Geotrupes,mutator,Geotrupes_mutator,20,10,9,XY
Scarabaeidae,Geotrupes,mutator,Geotrupes_mutator,22,11,,
Scarabaeidae,Geotrupes,spiniger,Geotrupes_spiniger,22,11,10,XY
Scarabaeidae,Geotrupes,spiniger,Geotrupes_spiniger,20,10,9,XY
Scarabaeidae,Geotrupes,spiniger,Geotrupes_spiniger,22,11,,
Scarabaeidae,Geotrupes,splendidus,Geotrupes_splendidus,22,11,10,XY
Scarabaeidae,Geotrupes,stercocarius,Geotrupes_stercocarius,22,11,,
Scarabaeidae,Geotrupes,stercorarius,Geotrupes_stercorarius,20,10,9,XY
Scarabaeidae,Glycyphana,fulvistemma,Glycyphana_fulvistemma,20,10,9,XY
Scarabaeidae,Glyphoderus,sterquilinus,Glyphoderus_sterquilinus,18,9,8,XY
Scarabaeidae,Gnorimus,nobilis,Gnorimus_nobilis,20,10,9,XY
Scarabaeidae,Gnorimus,variabilis,Gnorimus_variabilis,,,,
Scarabaeidae,Goliathus,goliathus,Goliathus_goliathus,20,10,9,XY
Scarabaeidae,Goliathus,goliatus,Goliathus_goliatus,20,10,9,XY
Scarabaeidae,Gromphas,lacordairei,Gromphas_lacordairei,20,10,9,XY
Scarabaeidae,Gymnetis,pantheri,Gymnetis_pantheri,20,10,9,XY
Scarabaeidae,Gymnopleurus,cyaneus,Gymnopleurus_cyaneus,20,10,9,XY
Scarabaeidae,Gymnopleurus,geoffroyi,Gymnopleurus_geoffroyi,20,10,9,XY
Scarabaeidae,Gymnopleurus,koenigi,Gymnopleurus_koenigi,20,10,9,XY
Scarabaeidae,Gymnopleurus,miliaris,Gymnopleurus_miliaris,36,18,17,XY
Scarabaeidae,Gymnopleurus,mundus,Gymnopleurus_mundus,14,7,6,XY
Scarabaeidae,Gymnopleurus,parvus,Gymnopleurus_parvus,18,9,8,XY
Scarabaeidae,Gymnopleurus,situs,Gymnopleurus_situs,18,9,8,XY
Scarabaeidae,Gymnopleurus,situs,Gymnopleurus_situs,18,9,8,XY
Scarabaeidae,Gymnopleurus,sturmi,Gymnopleurus_sturmi,20,10,9,XY
Scarabaeidae,Haplidia,etrusca,Haplidia_etrusca,18,9,8,NeoXY
Scarabaeidae,Haplidia,transversa,Haplidia_transversa,20,10,9,XY
Scarabaeidae,Heliocopris,bucephalus,Heliocopris_bucephalus,20,10,9,XY
Scarabaeidae,Heliocopris,gigas,Heliocopris_gigas,20,10,9,XY
Scarabaeidae,Holotrichia,longipennis,Holotrichia_longipennis,18,9,8,XY
Scarabaeidae,Holotrichia,problematica,Holotrichia_problematica,20,10,9,XY
Scarabaeidae,Holotrichia,serrata,Holotrichia_serrata,20,10,9,XY
Scarabaeidae,Homaloplia,ruricola,Homaloplia_ruricola,19,10,9,XO
Scarabaeidae,Hoplia,communis,Hoplia_communis,20,10,,
Scarabaeidae,Hoplia,uniformis,Hoplia_uniformis,20,10,9,XY
Scarabaeidae,Isocopris,inhiatus,Isocopris_inhiatus,18,9,8,XY
Scarabaeidae,Jumnos,ruckieri,Jumnos_ruckieri,14,7,6,NeoXY
Scarabaeidae,Lachnosterna,longipennis,Lachnosterna_longipennis,20,10,9,XY
Scarabaeidae,Leucothyreus,guadulpiensis,Leucothyreus_guadulpiensis,20,10,9,XY
Scarabaeidae,Leucothyreus,nolleti,Leucothyreus_nolleti,20,10,9,XY
Scarabaeidae,Ligyrodes,relictus,Ligyrodes_relictus,20,10,9,XY
Scarabaeidae,Ligyrus,cuniculus,Ligyrus_cuniculus,20,10,9,XY
Scarabaeidae,Ligyrus,gibbosus,Ligyrus_gibbosus,20,10,9,XY
Scarabaeidae,Lygirus,ebenus,Lygirus_ebenus,20,10,9,XY
Scarabaeidae,Lyogenys,fuscus,Lyogenys_fuscus,20,10,,
Scarabaeidae,Macraspis,dichroa,Macraspis_dichroa,18,9,8,XY
Scarabaeidae,Macraspis,festiva,Macraspis_festiva,18,9,8,XY
Scarabaeidae,Macraspis,moreo,Macraspis_moreo,20,10,,
Scarabaeidae,Macraspis,tristis,Macraspis_tristis,18,9,8,XY
Scarabaeidae,Maladera,alcocki,Maladera_alcocki,20,10,9,XY
Scarabaeidae,Malagoniella,sp.,Malagoniella_sp.,20,10,9,XY
Scarabaeidae,Mecynorrhina,polyphemus,Mecynorrhina_polyphemus,20,10,9,XY
Scarabaeidae,Mecynorrhina,polyphemus,Mecynorrhina_polyphemus,20,10,9,XY
Scarabaeidae,Mecynorrhina,torquata,Mecynorrhina_torquata,20,10,9,XY
Scarabaeidae,Mecynorrhina,torquata,Mecynorrhina_torquata,20,10,9,XY
Scarabaeidae,Megalorrhina,harrisi,Megalorrhina_harrisi,20,10,9,XY
Scarabaeidae,Megalorrhina,harrisi,Megalorrhina_harrisi,20,10,9,XY
Scarabaeidae,Megasoma,actaeon,Megasoma_actaeon,20,10,9,XY
Scarabaeidae,Melolontha,fuscotestacea,Melolontha_fuscotestacea,20,10,9,XY
Scarabaeidae,Melolontha,hippocastani,Melolontha_hippocastani,20,10,9,XY
Scarabaeidae,Melolontha,melolontha,Melolontha_melolontha,20,10,9,XY
Scarabaeidae,Melolontha,pectoralis,Melolontha_pectoralis,20,10,9,XY
Scarabaeidae,Microcopris,doriae,Microcopris_doriae,20,10,9,XY
Scarabaeidae,Microcopris,hidakai,Microcopris_hidakai,20,10,9,XY
Scarabaeidae,Mimela,glabra,Mimela_glabra,20,10,9,XY
Scarabaeidae,Mimela,sp.,Mimela_sp.,20,10,9,XY
Scarabaeidae,Oniticellus,fulvus,Oniticellus_fulvus,20,10,,
Scarabaeidae,Oniticellus,pallipes,Oniticellus_pallipes,20,10,9,XY
Scarabaeidae,Onitis,belial,Onitis_belial,20,10,9,XY
Scarabaeidae,Onitis,crassus,Onitis_crassus,20,10,9,XY
Scarabaeidae,Onitis,ion,Onitis_ion,20,10,9,XY
Scarabaeidae,Onitis,philemon,Onitis_philemon,20,10,9,XY
Scarabaeidae,Ontherus,appendiculatus,Ontherus_appendiculatus,20,10,9,XY
Scarabaeidae,Ontherus,sulcator,Ontherus_sulcator,20,10,9,XY
Scarabaeidae,Onthophagus,albicornis,Onthophagus_albicornis,20,10,9,XY
Scarabaeidae,Onthophagus,amyntas,Onthophagus_amyntas,20,10,,
Scarabaeidae,Onthophagus,andalusicus,Onthophagus_andalusicus,20,10,,
Scarabaeidae,Onthophagus,bifasciatus,Onthophagus_bifasciatus,20,10,9,XY
Scarabaeidae,Onthophagus,bosus,Onthophagus_bosus,20,10,9,XY
Scarabaeidae,Onthophagus,catta,Onthophagus_catta,20,10,9,XY
Scarabaeidae,Onthophagus,catta,Onthophagus_catta,20,10,9,XY
Scarabaeidae,Onthophagus,coenobita,Onthophagus_coenobita,20,10,9,XY
Scarabaeidae,Onthophagus,crassus,Onthophagus_crassus,20,10,9,XY
Scarabaeidae,Onthophagus,dama,Onthophagus_dama,20,10,9,XY
Scarabaeidae,Onthophagus,fasciatus,Onthophagus_fasciatus,20,10,9,XY
Scarabaeidae,Onthophagus,fracticornis,Onthophagus_fracticornis,20,10,9,XY
Scarabaeidae,Onthophagus,furcatus,Onthophagus_furcatus,20,10,9,XY
Scarabaeidae,Onthophagus,gazelle,Onthophagus_gazelle,20,10,9,XY
Scarabaeidae,Onthophagus,hecate,Onthophagus_hecate,20,10,9,XY
Scarabaeidae,Onthophagus,hirculus,Onthophagus_hirculus,20,10,9,XY
Scarabaeidae,Onthophagus,hirtus,Onthophagus_hirtus,20,10,9,XY
Scarabaeidae,Onthophagus,illyricus,Onthophagus_illyricus,20,10,9,XY
Scarabaeidae,Onthophagus,joane,Onthophagus_joane,20,10,9,XY
Scarabaeidae,Onthophagus,lemur,Onthophagus_lemur,20,10,,
Scarabaeidae,Onthophagus,lucidus,Onthophagus_lucidus,20,10,9,XY
Scarabaeidae,Onthophagus,maki,Onthophagus_maki,,,,
Scarabaeidae,Onthophagus,marginicollis,Onthophagus_marginicollis,20,10,9,XY
Scarabaeidae,Onthophagus,massai,Onthophagus_massai,20,10,9,XY
Scarabaeidae,Onthophagus,mopsus,Onthophagus_mopsus,20,10,9,XY
Scarabaeidae,Onthophagus,mopsus,Onthophagus_mopsus,20,10,9,XY
Scarabaeidae,Onthophagus,nuchicornis,Onthophagus_nuchicornis,20,10,,
Scarabaeidae,Onthophagus,opacicollis,Onthophagus_opacicollis,20,10,9,XY
Scarabaeidae,Onthophagus,ovatus,Onthophagus_ovatus,20,10,9,XY
Scarabaeidae,Onthophagus,pacificus,Onthophagus_pacificus,20,10,9,XY
Scarabaeidae,Onthophagus,pennsylvanicus,Onthophagus_pennsylvanicus,20,10,9,XY
Scarabaeidae,Onthophagus,punctatus,Onthophagus_punctatus,20,10,,
Scarabaeidae,Onthophagus,quadridens,Onthophagus_quadridens,20,10,9,XY
Scarabaeidae,Onthophagus,quaestus,Onthophagus_quaestus,20,10,9,XY
Scarabaeidae,Onthophagus,ramosellus,Onthophagus_ramosellus,20,10,9,XY
Scarabaeidae,Onthophagus,rufescens,Onthophagus_rufescens,20,10,9,XY
Scarabaeidae,Onthophagus,ruficapillus,Onthophagus_ruficapillus,20,10,9,XY
Scarabaeidae,Onthophagus,similis,Onthophagus_similis,20,10,9,XY
Scarabaeidae,Onthophagus,sp.,Onthophagus_sp.,20,10,9,XY
Scarabaeidae,Onthophagus,sp.,Onthophagus_sp.,20,10,9,XY
Scarabaeidae,Onthophagus,sp.,Onthophagus_sp.,18,9,8,XY
Scarabaeidae,Onthophagus,sp.,Onthophagus_sp.,18,9,8,XY
Scarabaeidae,Onthophagus,stratocirrus,Onthophagus_stratocirrus,20,10,9,XY
Scarabaeidae,Onthophagus,stylocerus,Onthophagus_stylocerus,20,10,9,XY
Scarabaeidae,Onthophagus,taurus,Onthophagus_taurus,20,10,9,XY
Scarabaeidae,Onthophagus,taurus,Onthophagus_taurus,20,10,9,XY
Scarabaeidae,Onthophagus,unifasciatus,Onthophagus_unifasciatus,20,10,9,XY
Scarabaeidae,Onthophagus,vacca,Onthophagus_vacca,20,10,9,XY
Scarabaeidae,Onthophagus,verticicornis,Onthophagus_verticicornis,20,10,,
Scarabaeidae,Onthophagus,verticornis,Onthophagus_verticornis,20,10,,
Scarabaeidae,Ophthalmo,serica,Ophthalmo_serica,18,9,,
Scarabaeidae,Orizabus,cultripes,Orizabus_cultripes,18,9,8,XY
Scarabaeidae,Orphnus,impressus,Orphnus_impressus,20,10,9,XY
Scarabaeidae,Orphnus,mysoriensis,Orphnus_mysoriensis,20,10,9,XY
Scarabaeidae,Oruscatus,davus,Oruscatus_davus,20,10,,
Scarabaeidae,Oryctes,rhinoceros,Oryctes_rhinoceros,18,9,8,NeoXY
Scarabaeidae,Oryctes,rhinoceros,Oryctes_rhinoceros,20,10,9,XY
Scarabaeidae,Oryctes,sicornis,Oryctes_sicornis,18,9,8,NeoXY
Scarabaeidae,Oryctes,sicornis,Oryctes_sicornis,18,9,8,XY
Scarabaeidae,Osmoderma,eremita,Osmoderma_eremita,18,9,8,NeoXY
Scarabaeidae,Osmoderma,lassallei,Osmoderma_lassallei,18,9,8,NeoXY
Scarabaeidae,Osmoderma,scabra,Osmoderma_scabra,18,9,8,NeoXY
Scarabaeidae,Oxysternon,silenus,Oxysternon_silenus,19,10,9,XO
Scarabaeidae,Oxythyrea,funesta,Oxythyrea_funesta,19,10,9,XO
Scarabaeidae,Oxythyrea,funesta,Oxythyrea_funesta,20,10,9,XY
Scarabaeidae,Paracopris,ramosiceps,Paracopris_ramosiceps,18,9,8,XY
Scarabaeidae,Paragymnopleurus,sinuatus,Paragymnopleurus_sinuatus,18,9,8,XY
Scarabaeidae,Pelidnota,pallidipennis,Pelidnota_pallidipennis,20,10,9,XY
Scarabaeidae,Pelidnota,punctata,Pelidnota_punctata,20,10,9,XY
Scarabaeidae,Pelidnota,sumptuosa,Pelidnota_sumptuosa,20,10,9,XY
Scarabaeidae,Pentodon,bidens,Pentodon_bidens,19,10,9,XO
Scarabaeidae,Pentodon,bispinifrons,Pentodon_bispinifrons,20,10,9,XY
Scarabaeidae,Pentodon,idiota,Pentodon_idiota,20,10,9,XY
Scarabaeidae,Pentodon,sp.,Pentodon_sp.,19,10,9,XO
Scarabaeidae,Phalops,divisus,Phalops_divisus,20,10,9,XY
Scarabaeidae,Phalops,olivaceous,Phalops_olivaceous,20,10,9,XY
Scarabaeidae,Phanaeus,chalcomelas,Phanaeus_chalcomelas,12,6,5,XY
Scarabaeidae,Phanaeus,daphnis,Phanaeus_daphnis,12,6,5,NeoXY
Scarabaeidae,Phanaeus,ensifer,Phanaeus_ensifer,20,10,,
Scarabaeidae,Phanaeus,igneus,Phanaeus_igneus,12,6,5,XY
Scarabaeidae,Phanaeus,mexicanus,Phanaeus_mexicanus,12,6,5,NeoXY
Scarabaeidae,Phanaeus,sp.,Phanaeus_sp.,14,7,6,XY
Scarabaeidae,Phanaeus,splendidulus,Phanaeus_splendidulus,20,10,9,XY
Scarabaeidae,Phanaeus,vindex,Phanaeus_vindex,12,6,5,NeoXY
Scarabaeidae,Phanaeus,vindex,Phanaeus_vindex,12,6,5,XY
Scarabaeidae,Phileurus,didymus,Phileurus_didymus,16,8,7,NeoXY
Scarabaeidae,Phileurus,sp.,Phileurus_sp.,14,7,,
Scarabaeidae,Phileurus,valgus,Phileurus_valgus,20,10,9,XY
Scarabaeidae,Phileurus,valgus,Phileurus_valgus,20,10,9,XY
Scarabaeidae,Phyllognathus,dionysius,Phyllognathus_dionysius,20,10,9,XY
Scarabaeidae,Phyllognathus,silensis,Phyllognathus_silensis,18,9,8,NeoXY
Scarabaeidae,Phyllopertha,campestris,Phyllopertha_campestris,20,10,9,XY
Scarabaeidae,Phyllophaga,anxia,Phyllophaga_anxia,20,10,,
Scarabaeidae,Phyllophaga,delata,Phyllophaga_delata,20,10,9,XY
Scarabaeidae,Phyllophaga,drakii,Phyllophaga_drakii,20,10,,
Scarabaeidae,Phyllophaga,fusca,Phyllophaga_fusca,20,10,9,XY
Scarabaeidae,Phyllophaga,gracilis,Phyllophaga_gracilis,20,10,9,XY
Scarabaeidae,Phyllophaga,pleei,Phyllophaga_pleei,20,10,9,XY
Scarabaeidae,Phyllophaga,sandersoniella,Phyllophaga_sandersoniella,20,10,9,XY
Scarabaeidae,Phyllophaga,sp.,Phyllophaga_sp.,20,10,,
Scarabaeidae,Phyllophaga,sp.,Phyllophaga_sp.,,,,
Scarabaeidae,Phyllophaga,tristis,Phyllophaga_tristis,20,10,9,XY
Scarabaeidae,Phyllophaga,vestita,Phyllophaga_vestita,20,10,,
Scarabaeidae,Plaesiorrhinella,watkinsia,Plaesiorrhinella_watkinsia,20,10,9,XY
Scarabaeidae,Plaesiorrhinella,watkinsia,Plaesiorrhinella_watkinsia,20,10,9,XY
Scarabaeidae,Pocalta,ursi,Pocalta_ursi,20,10,9,XY
Scarabaeidae,Popillia,japonica,Popillia_japonica,18,9,8,XY
Scarabaeidae,Propomacrus,bimucronatus,Propomacrus_bimucronatus,20,10,9,XY
Scarabaeidae,Protaetia,aeruginosa,Protaetia_aeruginosa,20,10,,
Scarabaeidae,Protaetia,angustata,Protaetia_angustata,20,10,9,XY
Scarabaeidae,Protaetia,aurichalcea,Protaetia_aurichalcea,20,10,9,XY
Scarabaeidae,Protaetia,cuprea,Protaetia_cuprea,20,10,,
Scarabaeidae,Protaetia,cuprea,Protaetia_cuprea,20,10,,
Scarabaeidae,Protaetia,cuprea,Protaetia_cuprea,20,10,9,XY
Scarabaeidae,Protaetia,cuprea,Protaetia_cuprea,20,10,9,XY
Scarabaeidae,Protaetia,fieberi,Protaetia_fieberi,20,10,9,XY
Scarabaeidae,Protaetia,lugubris,Protaetia_lugubris,20,10,9,XY
Scarabaeidae,Protaetia,mirifica,Protaetia_mirifica,20,10,9,XY
Scarabaeidae,Protaetia,morio,Protaetia_morio,20,10,9,XY
Scarabaeidae,Protaetia,oblonga,Protaetia_oblonga,20,10,,
Scarabaeidae,Protaetia,opaca,Protaetia_opaca,20,10,9,XY
Scarabaeidae,Protaetia,speciosa,Protaetia_speciosa,20,10,9,XY
Scarabaeidae,Protaetia,vidua,Protaetia_vidua,19,10,9,XO
Scarabaeidae,Psammodius,oregonesis,Psammodius_oregonesis,20,10,9,XY
Scarabaeidae,Psammoporus,sabuleti,Psammoporus_sabuleti,20,10,9,XY
Scarabaeidae,Rhamphorrhina,bertolonii,Rhamphorrhina_bertolonii,20,10,9,XY
Scarabaeidae,Rhamphorrhina,bertolonii,Rhamphorrhina_bertolonii,20,10,9,XY
Scarabaeidae,Rhinyptia,indica,Rhinyptia_indica,20,10,9,XY
Scarabaeidae,Rhomborrhina,polita,Rhomborrhina_polita,20,10,,
Scarabaeidae,Rhomborrhina,unicolor,Rhomborrhina_unicolor,20,10,,
Scarabaeidae,Rutela,striata,Rutela_striata,20,10,9,XY
Scarabaeidae,Scarabaeidae,nr.,Scarabaeidae_nr.,20,10,9,XY
Scarabaeidae,Scarabaeus,cristatus,Scarabaeus_cristatus,20,10,9,XY
Scarabaeidae,Scarabaeus,laticollis,Scarabaeus_laticollis,20,10,9,XY
Scarabaeidae,Scarabaeus,laticollis,Scarabaeus_laticollis,20,10,9,XY
Scarabaeidae,Scarabaeus,sacer,Scarabaeus_sacer,20,10,9,XY
Scarabaeidae,Scarabaeus,semipunctatus,Scarabaeus_semipunctatus,20,10,9,XY
Scarabaeidae,Schizonycha,fuscescens,Schizonycha_fuscescens,20,10,9,XY
Scarabaeidae,Schizonycha,ruficollis,Schizonycha_ruficollis,20,10,9,XY
Scarabaeidae,Schizonycha,ruficollis,Schizonycha_ruficollis,22,11,10,XY
Scarabaeidae,Serica,assamensis,Serica_assamensis,20,10,9,XY
Scarabaeidae,Serica,falli,Serica_falli,20,10,9,XY
Scarabaeidae,Serica,sericea,Serica_sericea,20,10,9,XY
Scarabaeidae,Serica,tristis,Serica_tristis,20,10,9,XY
Scarabaeidae,Serica,umbrinella,Serica_umbrinella,20,10,9,XY
Scarabaeidae,Sericotrupes,niger,Sericotrupes_niger,22,11,10,XY
Scarabaeidae,Sisyphus,schaefferi,Sisyphus_schaefferi,20,10,9,XY
Scarabaeidae,Stephanocrates,preussi,Stephanocrates_preussi,20,10,9,XY
Scarabaeidae,Stephanorrhina,guttata,Stephanorrhina_guttata,20,10,9,XY
Scarabaeidae,Stephanorrhina,guttata,Stephanorrhina_guttata,20,10,9,XY
Scarabaeidae,Stephanorrhina,princeps,Stephanorrhina_princeps,20,10,9,XY
Scarabaeidae,Stephanorrhina,princeps,Stephanorrhina_princeps,20,10,9,XY
Scarabaeidae,Strategus,surinamensis,Strategus_surinamensis,20,10,9,XY
Scarabaeidae,Strategus,syphax,Strategus_syphax,20,10,9,XY
Scarabaeidae,Strategus,syphax,Strategus_syphax,20,10,9,XY
Scarabaeidae,Strategus,validus,Strategus_validus,20,10,,
Scarabaeidae,Sulcophanaeus,imperator,Sulcophanaeus_imperator,20,10,9,NeoXY
Scarabaeidae,Sulcophanaeus,menelas,Sulcophanaeus_menelas,20,10,9,NeoXY
Scarabaeidae,Thorectes,geminatus,Thorectes_geminatus,22,11,10,XY
Scarabaeidae,Thorectes,intermedius,Thorectes_intermedius,22,11,10,XY
Scarabaeidae,Thorectes,lusitanicus,Thorectes_lusitanicus,22,11,10,XY
Scarabaeidae,Thorectes,punctatissimus,Thorectes_punctatissimus,20,10,9,XY
Scarabaeidae,Tiniocellus,spinipes,Tiniocellus_spinipes,24,12,11,XY
Scarabaeidae,Trichiotinus,assimilis,Trichiotinus_assimilis,20,10,9,XY
Scarabaeidae,Trichius,fasciatus,Trichius_fasciatus,20,10,9,XY
Scarabaeidae,Trichius,rosaceus,Trichius_rosaceus,20,10,9,XY
Scarabaeidae,Trichius,sexualis,Trichius_sexualis,20,10,9,XY
Scarabaeidae,Trichius,succinctus,Trichius_succinctus,20,10,,
Scarabaeidae,Trichius,zotus,Trichius_zotus,20,10,9,XY
Scarabaeidae,Tropinota,hirta,Tropinota_hirta,20,10,,
Scarabaeidae,Trypocopris,pyreeus,Trypocopris_pyreeus,20,10,9,XY
Scarabaeidae,Trypocopris,verlis,Trypocopris_verlis,22,11,10,XY
Scarabaeidae,Typhaeus,typhoeus,Typhaeus_typhoeus,20,10,9,XY
Scarabaeidae,Xylotrupes,gideon,Xylotrupes_gideon,20,10,9,XY
